callId,queryId,split,positive,size,orderIndex,method,shownCount,approvedInPool,approvedShown,candidateRecall,bestTargetRank,bestTargetCosine,approvedPositions,decision,targetId,targetIsAnchor,outcome,correct,falseJoin,failure,attempts,retries,promptTokens,cachedTokens,cacheWriteTokens,completionTokens,reasoningTokens,billedUsd,undiscountedUsd,apiElapsedMs,retrievalMs,labelStatus,outcomeLenient,labelsFile,labelsSha256
"pktbx-n500-o1-A","pktbx","test","true","500","1","A","500","2","2","true","2","0.887918","250 478","same","pcv53","true","correct","true","false","","1","0","12568","0","12565","167","121","0.00334225","0.0027140000000000003","2195.524958000009","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n500-o0-B","pns2r","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","647","0","0","112","59","0.0002638","0.0002638","1439.866750000001","0.8030410000000003","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n200-o0-A","pugud","test","false","200","0","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5129","0","5126","155","108","0.0014681","0.0012117999999999999","2029.7485830000078","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n200-o1-B","pktbx","test","true","200","1","B","15","2","2","true","1","0.887918","7 11","none","","false","miss-abstain","false","false","","1","0","582","0","0","275","230","0.00044639999999999995","0.00044639999999999995","3088.771875000006","0.3195840000000061","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n200-o0-A","p6xjr","test","true","200","0","A","200","1","1","true","1","0.944517","10","none","","false","miss-abstain","false","false","","1","0","5198","0","5195","181","127","0.00151655","0.0012568000000000002","2194.257500000007","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n500-o0-A","pu3fh","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12528","0","12525","118","59","0.00327345","0.0026472","2005.7577500000043","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n200-o1-B","ptgpf","test","true","200","1","B","15","3","3","true","2","0.913979","0 7 8","same","psnvi","true","correct","true","false","","1","0","571","0","0","42","0","0.0001646","0.0001646","1126.2162910000043","0.34395800000000065","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n200-o0-A","pc3m2","test","true","200","0","A","200","1","1","true","1","0.879539","10","none","","false","miss-abstain","false","false","","1","0","5186","0","5183","143","88","0.00146795","0.0012088","2145.965333","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n500-o0-B","pugud","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","657","0","0","132","83","0.0002898","0.0002898","2021.6594170000026","0.816749999999999","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n500-o0-A","p68um","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12502","0","12499","99","59","0.00324415","0.0026192000000000003","1641.182415999996","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n500-o1-B","pyr2u","test","true","500","1","B","15","1","1","true","1","0.919901","7","same","pfwr5","true","correct","true","false","","1","0","673","0","0","116","64","0.00027379999999999993","0.00027379999999999993","1819.7406250000058","0.8645000000000067","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n100-o1-A","p8jmp","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2688","0","2685","94","42","0.00078465","0.0006504","1425.1081249999988","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n500-o0-B","pudtd","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","566","0","0","139","82","0.00028","0.00028","2114.264584000004","0.8208750000000009","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n200-o0-B","pc3m2","test","true","200","0","B","15","1","1","true","1","0.879539","0","none","","false","miss-abstain","false","false","","1","0","707","0","0","232","180","0.00041979999999999996","0.00041979999999999996","2746.936791999993","0.37279099999999943","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n500-o0-B","ptcr8","test","false","500","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","600","0","0","113","70","0.0002556","0.0002556","1399.2435419999965","0.8465419999999995","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n200-o0-B","pxn3z","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","681","0","0","86","34","0.00023940000000000005","0.00023940000000000005","1386.0947080000042","0.3142920000000018","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pymzr-n200-o0-B","pymzr","test","true","200","0","B","15","1","1","true","1","0.94721","0","none","","false","miss-abstain","false","false","","1","0","730","0","0","108","57","0.00027560000000000003","0.00027560000000000003","2058.2919580000016","0.31733300000000497","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"paak8-n100-o0-B","paak8","test","true","100","0","B","15","3","3","true","1","0.891907","1 2 4","none","","false","miss-abstain","false","false","","1","0","791","0","0","190","131","0.00038620000000000006","0.00038620000000000006","2062.2744999999995","0.15995899999999352","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n100-o1-B","p68um","test","false","100","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","656","0","0","120","65","0.0002752","0.0002752","1622.167082999993","0.16850000000000165","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n500-o1-A","pudtd","test","false","500","1","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12513","0","12510","206","154","0.0033753","0.0027498","2877.4368329999998","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n500-o0-B","p6xjr","test","true","500","0","B","15","1","1","true","1","0.944517","0","none","","false","miss-abstain","false","false","","1","0","698","0","0","173","121","0.0003472","0.0003472","2231.4832920000044","0.7931249999999892","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n200-o0-B","pktbx","test","true","200","0","B","15","2","2","true","1","0.887918","1 7","none","","false","miss-abstain","false","false","","1","0","582","0","0","218","169","0.000378","0.000378","2784.675667000003","0.3195840000000061","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n200-o1-B","pu3fh","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","627","0","0","138","81","0.000291","0.000291","1963.4254590000055","0.31845899999999716","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n500-o0-A","pqeyn","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12496","0","12493","133","82","0.0032834500000000003","0.0026588000000000002","2324.592665999997","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n200-o1-B","pqeyn","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","643","0","0","112","71","0.000263","0.000263","1628.1162909999985","0.30008399999999824","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n100-o1-B","ptgpf","test","true","100","1","B","15","3","3","true","2","0.913979","3 8 14","same","psnvi","true","correct","true","false","","1","0","566","0","0","43","0","0.00016480000000000002","0.00016480000000000002","1291.9436669999996","0.16916699999999452","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n200-o0-A","pktbx","test","true","200","0","A","200","2","2","true","1","0.887918","10 78","same","pcv53","true","correct","true","false","","1","0","5174","0","5171","153","112","0.0014769499999999999","0.0012184","1903.1770839999954","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n100-o1-A","pppcy","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2769","0","2766","103","49","0.0008157","0.0006774000000000001","1585.9905830000062","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n100-o0-A","pqeyn","test","false","100","0","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2719","0","2716","107","65","0.000808","0.0006722000000000001","1858.1424999999872","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n100-o1-B","pxn3z","test","false","100","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","722","0","0","85","40","0.0002464","0.0002464","1303.8197920000093","0.162666999999999","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n500-o1-A","pxn3z","test","false","500","1","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12458","0","12455","91","45","0.00322355","0.0026008000000000003","1693.0784580000036","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n100-o0-B","p6xjr","test","true","100","0","B","15","1","1","true","1","0.944517","0","none","","false","miss-abstain","false","false","","1","0","679","0","0","157","104","0.0003242","0.0003242","2050.7668330000015","0.16779100000000824","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n500-o1-B","pxn3z","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","688","0","0","79","27","0.00023239999999999998","0.00023239999999999998","1264.3966670000082","0.8022080000000003","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n100-o0-B","ptgpf","test","true","100","0","B","15","3","3","true","2","0.913979","0 2 11","same","pvdxd","false","correct","true","false","","1","0","566","0","0","38","0","0.0001588","0.0001588","1129.0182500000083","0.16916699999999452","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n100-o1-A","pns2r","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2741","0","2738","98","48","0.0008027","0.0006658","1788.7189999999973","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n200-o0-B","p68um","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","655","0","0","97","57","0.0002474","0.0002474","1614.9207920000044","0.33362499999999784","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n500-o1-A","ptwgu","test","true","500","1","A","500","1","1","true","2","0.909768","250","none","","false","miss-abstain","false","false","","1","0","12472","0","12469","183","130","0.0033374499999999996","0.002714","2697.2880000000005","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pymzr-n200-o1-A","pymzr","test","true","200","1","A","200","1","1","true","1","0.94721","100","same","pt458","true","correct","true","false","","1","0","5165","0","5162","47","0","0.0013475","0.0010894000000000001","1113.8149589999957","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n100-o0-B","pugud","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","661","0","0","136","83","0.00029539999999999997","0.00029539999999999997","1833.2267909999937","0.1611249999999984","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n100-o1-B","pudtd","test","false","100","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","626","0","0","140","86","0.00029319999999999997","0.00029319999999999997","1932.221583000006","0.1559170000000023","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n100-o1-B","pc3m2","test","true","100","1","B","15","1","1","true","1","0.879539","8","none","","false","miss-abstain","false","false","","1","0","685","0","0","182","128","0.00035539999999999997","0.00035539999999999997","2308.0229999999865","0.1561670000000035","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pymzr-n500-o0-B","pymzr","test","true","500","0","B","15","1","1","true","1","0.94721","0","none","","false","miss-abstain","false","false","","1","0","705","0","0","126","75","0.0002922","0.0002922","1698.5767500000075","0.811916999999994","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n200-o0-A","ptgpf","test","true","200","0","A","200","3","3","true","2","0.913979","10 45 170","same","psnvi","true","correct","true","false","","1","0","5110","0","5107","236","197","0.00156055","0.0013052","2949.053707999992","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n100-o0-B","p68um","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","656","0","0","89","49","0.000238","0.000238","1407.932958999998","0.16850000000000165","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n200-o0-B","pppcy","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","644","0","0","109","55","0.0002596","0.0002596","1727.5216250000085","0.3293329999999983","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n100-o0-A","pppcy","test","false","100","0","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2769","0","2766","106","50","0.0008192999999999999","0.000681","1642.8130420000089","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n500-o1-B","peqy9","test","true","500","1","B","15","1","1","true","1","0.906549","7","none","","false","miss-abstain","false","false","","1","0","619","0","0","163","110","0.00031939999999999996","0.00031939999999999996","2391.749416999999","0.8169999999999931","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n100-o1-B","pu3fh","test","false","100","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","627","0","0","128","67","0.000279","0.000279","1773.0017079999961","0.15979199999999594","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pppcy-n200-o0-A","pppcy","test","false","200","0","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5142","0","5139","101","50","0.00140655","0.0011496000000000002","1739.2495000000054","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n200-o0-B","pyr2u","test","true","200","0","B","15","1","1","true","1","0.919901","1","same","pfwr5","true","correct","true","false","","1","0","682","0","0","42","0","0.00018680000000000001","0.00018680000000000001","2149.929541000005","0.31741699999999184","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n100-o0-B","pktbx","test","true","100","0","B","15","2","2","true","1","0.887918","2 3","none","","false","miss-abstain","false","false","","1","0","627","0","0","204","153","0.0003702","0.0003702","2470.501916999987","0.15862500000000068","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n200-o0-B","pudtd","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","584","0","0","150","97","0.0002968","0.0002968","2198.3388330000016","0.33616600000000574","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n500-o0-A","pugud","test","false","500","0","A","500","0","0","","","","","none","","false","correct","true","false","","1","0","12519","0","12516","125","78","0.0032796000000000006","0.0026538","1773.7451669999864","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n500-o0-B","pc3m2","test","true","500","0","B","15","1","1","true","1","0.879539","1","none","","false","miss-abstain","false","false","","1","0","677","0","0","148","98","0.000313","0.000313","2109.5700829999987","0.806042000000005","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n500-o1-A","pc3m2","test","true","500","1","A","500","1","1","true","1","0.879539","250","none","","false","miss-abstain","false","false","","1","0","12541","0","12538","164","114","0.0033319000000000005","0.0027050000000000004","2000.6795840000268","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n200-o1-A","pugud","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5129","0","5126","148","99","0.0014596999999999998","0.0012033999999999999","2861.3477500000154","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n100-o1-B","ptwgu","test","true","100","1","B","15","1","1","true","2","0.909768","5","none","","false","miss-abstain","false","false","","1","0","618","0","0","161","105","0.0003168","0.0003168","2112.1935830000148","0.15720799999999713","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"paak8-n200-o1-A","paak8","test","true","200","1","A","200","3","3","true","1","0.891907","16 100 136","same","pj2cj","true","correct","true","false","","1","0","5205","0","5202","163","109","0.0014967","0.0012365999999999998","2089.3782920000085","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pktbx-n500-o0-B","pktbx","test","true","500","0","B","15","2","2","true","2","0.887918","0 13","none","","false","miss-abstain","false","false","","1","0","596","0","0","182","127","0.0003376","0.0003376","2223.8423750000075","2.571458000000007","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n100-o0-B","pudtd","test","false","100","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","626","0","0","45","0","0.0001792","0.0001792","1121.3104999999923","0.1559170000000023","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n100-o1-B","pyr2u","test","true","100","1","B","15","1","1","true","1","0.919901","8","same","pfwr5","true","correct","true","false","","1","0","693","0","0","42","0","0.000189","0.000189","1338.9158329999773","0.16225000000000023","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptwgu-n500-o1-B","ptwgu","test","true","500","1","B","15","1","1","true","2","0.909768","10","none","","false","miss-abstain","false","false","","1","0","656","0","0","187","136","0.0003556","0.0003556","2478.3116670000018","0.7912500000000051","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n200-o1-B","p68um","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","655","0","0","89","49","0.0002378","0.0002378","1494.601583999989","0.33362499999999784","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n100-o1-A","p68um","test","false","100","1","A","100","0","0","","","","","none","","false","correct","true","false","","1","0","2699","0","2696","95","55","0.0007886","0.0006538000000000001","1549.685375000001","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pc3m2-n500-o0-A","pc3m2","test","true","500","0","A","500","1","1","true","1","0.879539","25","none","","false","miss-abstain","false","false","","1","0","12541","0","12538","154","96","0.0033199000000000006","0.0026930000000000005","2134.1136250000272","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pqeyn-n100-o1-A","pqeyn","test","false","100","1","A","100","0","0","","","","","same","phsyb","true","false-join","false","true","","1","0","2719","0","2716","39","0","0.0007264","0.0005906","1123.3258329999808","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptcr8-n200-o1-A","ptcr8","test","false","200","1","A","200","0","0","","","","","none","","false","correct","true","false","","1","0","5144","0","5141","38","0","0.0013314499999999999","0.0010743999999999999","1088.5631670000148","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pyr2u-n100-o0-B","pyr2u","test","true","100","0","B","15","1","1","true","1","0.919901","2","same","pfwr5","true","correct","true","false","","1","0","693","0","0","42","0","0.000189","0.000189","935.775250000006","0.16225000000000023","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pu3fh-n500-o1-B","pu3fh","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","642","0","0","129","72","0.0002832","0.0002832","1894.919957999984","0.8100839999999963","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n100-o1-B","peqy9","test","true","100","1","B","15","1","1","true","1","0.906549","6","none","","false","miss-abstain","false","false","","1","0","633","0","0","209","151","0.00037739999999999996","0.00037739999999999996","2587.5563749999856","0.1636659999999921","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n500-o1-B","p8jmp","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","632","0","0","120","61","0.00027039999999999996","0.00027039999999999996","1532.9738329999964","0.8260000000000005","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pns2r-n200-o1-B","pns2r","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","653","0","0","101","61","0.0002518","0.0002518","1666.8265409999876","0.30766700000000213","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"peqy9-n200-o0-A","peqy9","test","true","200","0","A","200","1","1","true","1","0.906549","10","none","","false","miss-abstain","false","false","","1","0","5197","0","5194","152","97","0.0014815","0.0012218","2150.6757919999945","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"ptgpf-n200-o1-A","ptgpf","test","true","200","1","A","200","3","3","true","2","0.913979","2 100 122","same","psnvi","true","correct","true","false","","1","0","5110","0","5107","234","190","0.00155815","0.0013028","3365.3602079999982","0","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pudtd-n200-o1-B","pudtd","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","584","0","0","181","130","0.000334","0.000334","2369.234708999982","0.33616600000000574","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pugud-n200-o0-B","pugud","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","640","0","0","119","65","0.00027079999999999997","0.00027079999999999997","1788.3182500000112","0.3158329999999978","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p8jmp-n200-o0-B","p8jmp","test","false","200","0","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","684","0","0","106","50","0.000264","0.000264","1697.6722090000112","0.3242910000000023","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p68um-n500-o1-B","p68um","test","false","500","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","659","0","0","143","92","0.0003034","0.0003034","2051.5598750000063","0.8413340000000034","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"pxn3z-n200-o1-B","pxn3z","test","false","200","1","B","15","0","0","","","","","none","","false","correct","true","false","","1","0","681","0","0","112","57","0.0002706","0.0002706","1927.3830000000016","0.3142920000000018","provisional","correct","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
"p6xjr-n200-o1-A","p6xjr","test","true","200","1","A","200","1","1","true","1","0.944517","100","none","","false","miss-abstain","false","false","","1","0","5198","0","5195","265","209","0.0016173499999999998","0.0013576","3058.547499999986","0","provisional","miss-abstain","frozen/labels.jsonl","eb7cd6c3ffbe7a1acbe1c7e52095331b2b492f4054d7e166a298e910dbfd6963"
